DPRIO Offset(hex) ,DPRIO Bit Offset ,Attribute Name ,Other DPRIO Offset (hex) ,Attribute Encoding ,DPRIO Encoding ,Block
,,,,vccdreg_pos_setting12,2'b00
,,,,vccdreg_pos_setting13,2'b01
,,,,vccdreg_pos_setting14,2'b10
,,,,vccdreg_pos_setting15,2'b11
,,,,vccdreg_pos_setting16,2'b00
,,,,vccdreg_pos_setting17,2'b01
,,,,vccdreg_pos_setting18,2'b10
,,,,vccdreg_pos_setting19,2'b11
,,,,vccdreg_pos_setting2,2'b10
,,,,vccdreg_pos_setting20,2'b00
,,,,vccdreg_pos_setting21,2'b01
,,,,vccdreg_pos_setting22,2'b10
,,,,vccdreg_pos_setting23,2'b11
,,,,vccdreg_pos_setting24,2'b00
,,,,vccdreg_pos_setting25,2'b01
,,,,vccdreg_pos_setting26,2'b10
,,,,vccdreg_pos_setting27,2'b11
,,,,vccdreg_pos_setting3,2'b11
,,,,vccdreg_pos_setting4,2'b00
,,,,vccdreg_pos_setting5,2'b01
,,,,vccdreg_pos_setting6,2'b10
,,,,vccdreg_pos_setting7,2'b11
,,,,vccdreg_pos_setting8,2'b00
,,,,vccdreg_pos_setting9,2'b01
113,[4:0],vccdreg_output,"",vccdreg_neg_setting1,5'b11100,hssi_pma_tx_cgb
,,,,vccdreg_neg_setting2,5'b11101
,,,,vccdreg_neg_setting3,5'b11110
,,,,vccdreg_neg_setting4,5'b11111
,,,,vccdreg_nominal,5'b00000
,,,,vccdreg_pos_setting1,5'b00001
,,,,vccdreg_pos_setting10,5'b01010
,,,,vccdreg_pos_setting11,5'b01011
,,,,vccdreg_pos_setting12,5'b01100
,,,,vccdreg_pos_setting13,5'b01101
,,,,vccdreg_pos_setting14,5'b01110
,,,,vccdreg_pos_setting15,5'b01111
,,,,vccdreg_pos_setting16,5'b10000
,,,,vccdreg_pos_setting17,5'b10001
,,,,vccdreg_pos_setting18,5'b10010
,,,,vccdreg_pos_setting19,5'b10011
,,,,vccdreg_pos_setting2,5'b00010
,,,,vccdreg_pos_setting20,5'b10100
,,,,vccdreg_pos_setting21,5'b10101
,,,,vccdreg_pos_setting22,5'b10110
,,,,vccdreg_pos_setting23,5'b10111
,,,,vccdreg_pos_setting24,5'b11000
,,,,vccdreg_pos_setting25,5'b11001
,,,,vccdreg_pos_setting26,5'b11010
,,,,vccdreg_pos_setting27,5'b11011
,,,,vccdreg_pos_setting3,5'b00011
,,,,vccdreg_pos_setting4,5'b00100
,,,,vccdreg_pos_setting5,5'b00101
,,,,vccdreg_pos_setting6,5'b00110
,,,,vccdreg_pos_setting7,5'b00111
,,,,vccdreg_pos_setting8,5'b01000
,,,,vccdreg_pos_setting9,5'b01001
,[7:5],vreg_output,"112",vccdreg_neg_setting1,3'b111,hssi_pma_tx_buf
,,,,vccdreg_neg_setting2,3'b111
,,,,vccdreg_neg_setting3,3'b111
,,,,vccdreg_neg_setting4,3'b111
,,,,vccdreg_nominal,3'b000
,,,,vccdreg_pos_setting1,3'b000
,,,,vccdreg_pos_setting10,3'b010
,,,,vccdreg_pos_setting11,3'b010
,,,,vccdreg_pos_setting12,3'b011
,,,,vccdreg_pos_setting13,3'b011
,,,,vccdreg_pos_setting14,3'b011
,,,,vccdreg_pos_setting15,3'b011
,,,,vccdreg_pos_setting16,3'b100
,,,,vccdreg_pos_setting17,3'b100
,,,,vccdreg_pos_setting18,3'b100
,,,,vccdreg_pos_setting19,3'b100
,,,,vccdreg_pos_setting2,3'b000
,,,,vccdreg_pos_setting20,3'b101
,,,,vccdreg_pos_setting21,3'b101
,,,,vccdreg_pos_setting22,3'b101
,,,,vccdreg_pos_setting23,3'b101
,,,,vccdreg_pos_setting24,3'b110
,,,,vccdreg_pos_setting25,3'b110
,,,,vccdreg_pos_setting26,3'b110
,,,,vccdreg_pos_setting27,3'b110
,,,,vccdreg_pos_setting3,3'b000
,,,,vccdreg_pos_setting4,3'b001
,,,,vccdreg_pos_setting5,3'b001
,,,,vccdreg_pos_setting6,3'b001
,,,,vccdreg_pos_setting7,3'b001
,,,,vccdreg_pos_setting8,3'b010
,,,,vccdreg_pos_setting9,3'b010
114,[1:0],duty_cycle_correction_bandwidth,"",dcc_bw_0,2'b00,hssi_pma_tx_buf
,,,,dcc_bw_1,2'b01
,,,,dcc_bw_2,2'b10
,,,,dcc_bw_3,2'b11
,[3:2],sense_amp_offset_cal_curr_n,"",sa_os_cal_in_0,2'b00,hssi_pma_tx_buf
,,,,sa_os_cal_in_1,2'b01
,,,,sa_os_cal_in_2,2'b10
,,,,sa_os_cal_in_3,2'b11
,4,duty_cycle_input_polarity,"",dcc_input_neg,1'b1,hssi_pma_tx_buf
,,,,dcc_input_pos,1'b0
,[7:5],chgpmp_current_dn_trim,"110",cp_current_trimming_dn_setting0,3'b000,hssi_pma_tx_buf
,,,,cp_current_trimming_dn_setting1,3'b001
,,,,cp_current_trimming_dn_setting10,3'b010
,,,,cp_current_trimming_dn_setting11,3'b011
,,,,cp_current_trimming_dn_setting12,3'b100
,,,,cp_current_trimming_dn_setting13,3'b101
,,,,cp_current_trimming_dn_setting14,3'b110
,,,,cp_current_trimming_dn_setting15,3'b111
,,,,cp_current_trimming_dn_setting2,3'b010
,,,,cp_current_trimming_dn_setting3,3'b011
,,,,cp_current_trimming_dn_setting4,3'b100
,,,,cp_current_trimming_dn_setting5,3'b101
,,,,cp_current_trimming_dn_setting6,3'b110
,,,,cp_current_trimming_dn_setting7,3'b111
,,,,cp_current_trimming_dn_setting8,3'b000
,,,,cp_current_trimming_dn_setting9,3'b001
115,[3:0],term_code,"",rterm_code0,4'b0000,hssi_pma_tx_buf
,,,,rterm_code1,4'b0001
,,,,rterm_code10,4'b1010
,,,,rterm_code11,4'b1011
